lat,lng,desc,zip,title,timeStamp,twp,addr
40.1210694,-75.3561999,AIRY ST & NOBLE ST;  NORRISTOWN; Station 308A; 2016-01-04 @ 18:35:33;,19401,EMS: UNRESPONSIVE SUBJECT,1/4/2016 18:35,NORRISTOWN,AIRY ST & NOBLE ST
40.085921,-75.3576228,CHURCH RD & S HENDERSON RD; UPPER MERION; 2016-01-04 @ 18:53:52;,19406,Traffic: VEHICLE ACCIDENT -,1/4/2016 18:53,UPPER MERION,CHURCH RD & S HENDERSON RD
40.0855923,-75.3912204,GULPH RD & KIRK AVE; UPPER MERION; 2016-01-04 @ 18:53:24;,19406,Traffic: VEHICLE ACCIDENT -,1/4/2016 18:53,UPPER MERION,GULPH RD & KIRK AVE
40.0742571,-75.309695,ELM ST & MAPLE ST; CONSHOHOCKEN; 2016-01-04 @ 18:58:34-Station:STA36;,19428,Fire: RESCUE - ELEVATOR,1/4/2016 18:58,CONSHOHOCKEN,ELM ST & MAPLE ST
40.0729092,-75.3156316,BALLIGOMINGO RD & FRONT ST; WEST CONSHOHOCKEN; 2016-01-04 @ 19:00:51;,19428,Traffic: DISABLED VEHICLE -,1/4/2016 19:00,WEST CONSHOHOCKEN,BALLIGOMINGO RD & FRONT ST
40.1304333,-75.1491404,BOONE AVE & SUSQUEHANNA RD; ABINGTON; 2016-01-04 @ 18:57:25;,19001,Traffic: VEHICLE ACCIDENT -,1/4/2016 18:57,ABINGTON,BOONE AVE & SUSQUEHANNA RD
40.1210633,-75.3367257,E SPRUCE ST & DEKALB ST; NORRISTOWN; 2016-01-04 @ 18:56:27;,19401,Traffic: ROAD OBSTRUCTION -,1/4/2016 18:56,NORRISTOWN,E SPRUCE ST & DEKALB ST
40.0633512,-75.1204606,SEMINOLE AVE & SURREY RD; CHELTENHAM; 2016-01-04 @ 19:09:17-Station:STA3;,19027,Fire: GAS-ODOR/LEAK,1/4/2016 19:09,CHELTENHAM,SEMINOLE AVE & SURREY RD
40.1247752,-75.2931878,GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; Station 308; 2016-01-04 @ 19:07:10;,19462,EMS: CARDIAC EMERGENCY,1/4/2016 19:07,PLYMOUTH,GERMANTOWN PIKE & HALLOWELL RD
40.1125624,-75.3391755,E MAIN ST & ARCH ST; NORRISTOWN; 2016-01-04 @ 19:11:21;,19401,Traffic: VEHICLE ACCIDENT -,1/4/2016 19:11,NORRISTOWN,E MAIN ST & ARCH ST
40.1895883,-75.5418494,5TH AVE & SPRUCE ST;  ROYERSFORD; Station 325; 2016-01-04 @ 19:14:14;,19468,EMS: FALL VICTIM,1/4/2016 19:14,ROYERSFORD,5TH AVE & SPRUCE ST
39.9807817,-75.2698059,EDGEVALE RD & HAVERFORD RD;  LOWER MERION; Station 313; 2016-01-04 @ 19:20:32;,19096,EMS: FALL VICTIM,1/4/2016 19:20,LOWER MERION,EDGEVALE RD & HAVERFORD RD
40.2468291,-75.3574898,TWEED WAY & RITTENHOUSE RD;  TOWAMENCIN; Station 345B; 2016-01-04 @ 19:24:15;,19438,EMS: MEDICAL ALERT ALARM,1/4/2016 19:24,TOWAMENCIN,TWEED WAY & RITTENHOUSE RD
40.1624836,-75.0909396,DAVISVILLE RD & TURNPIKE DR; UPPER MORELAND; 2016-01-04 @ 19:23:26;,19040,Traffic: VEHICLE ACCIDENT -,1/4/2016 19:23,UPPER MORELAND,DAVISVILLE RD & TURNPIKE DR
40.1602878,-75.0943924,DAVISVILLE RD;  UPPER MORELAND; Station 381; 2016-01-04 @ 19:29:19;,,EMS: VEHICLE ACCIDENT,1/4/2016 19:29,UPPER MORELAND,DAVISVILLE RD
40.1602878,-75.0943924,DAVISVILLE RD; UPPER MORELAND; 2016-01-04 @ 19:30:29-Station:STA10;,,Fire: VEHICLE ACCIDENT,1/4/2016 19:30,UPPER MORELAND,DAVISVILLE RD
40.1192546,-75.2362381,RT309 EXPY & E VALLEY GREEN RD OVERPASS; WHITEMARSH; 2016-01-04 @ 19:27:03;,,Traffic: DISABLED VEHICLE -,1/4/2016 19:27,WHITEMARSH,RT309 EXPY & E VALLEY GREEN RD OVERPASS
40.1192546,-75.2362381,RT309 EXPY & E VALLEY GREEN RD OVERPASS; WHITEMARSH; 2016-01-04 @ 19:27:20;,,Traffic: DISABLED VEHICLE -,1/4/2016 19:27,WHITEMARSH,RT309 EXPY & E VALLEY GREEN RD OVERPASS
40.2060806,-75.2246178,BETHLEHEM PIKE & WELSH RD; HORSHAM; 2016-01-04 @ 19:33:21-Station:STA15;,19454,Fire: GAS-ODOR/LEAK,1/4/2016 19:33,HORSHAM,BETHLEHEM PIKE & WELSH RD
40.000763,-75.2797685,WYNNEWOOD RD & W OLD WYNNEWOOD RD;  LOWER MERION; Station 313; 2016-01-04 @ 19:35:41;,19096,EMS: CARDIAC EMERGENCY,1/4/2016 19:35,LOWER MERION,WYNNEWOOD RD & W OLD WYNNEWOOD RD
40.1206775,-75.3604127,HAMILTON ST & W LAFAYETTE ST;  NORRISTOWN; Station 308A; 2016-01-04 @ 19:31:45;,19401,EMS: SUBJECT IN PAIN,1/4/2016 19:31,NORRISTOWN,HAMILTON ST & W LAFAYETTE ST
40.1863271,-75.4366777,CROSSKEYS RD & BETH DR;  LOWER PROVIDENCE; Station 322; 2016-01-04 @ 19:36:22;,19426,EMS: CARDIAC EMERGENCY,1/4/2016 19:36,LOWER PROVIDENCE,CROSSKEYS RD & BETH DR
40.2482782,-75.6548651,CHESTNUT ST & MANATAWNY ST;  POTTSTOWN; Station 329; 2016-01-04 @ 19:45:33;,19464,EMS: FALL VICTIM,1/4/2016 19:45,POTTSTOWN,CHESTNUT ST & MANATAWNY ST
40.110493,-75.0550495,WELSH RD & PINE RD; LOWER MORELAND; 2016-01-04 @ 19:41:37;,19006,Traffic: DISABLED VEHICLE -,1/4/2016 19:41,LOWER MORELAND,WELSH RD & PINE RD
40.1210633,-75.3367257,DEKALB ST & E SPRUCE ST; NORRISTOWN; 2016-01-04 @ 19:54:19;,19401,Traffic: ROAD OBSTRUCTION -,1/4/2016 19:54,NORRISTOWN,DEKALB ST & E SPRUCE ST
40.2496876,-75.6714204,BOONE CT & W BUTTONWOOD ST;  POTTSTOWN; Station 329; 2016-01-04 @ 19:58:28;,19464,EMS: RESPIRATORY EMERGENCY,1/4/2016 19:58,POTTSTOWN,BOONE CT & W BUTTONWOOD ST
40.1633808,-75.1111903,S YORK RD & MILL RD; UPPER MORELAND; 2016-01-04 @ 19:57:36;,19040,Traffic: DISABLED VEHICLE -,1/4/2016 19:57,UPPER MORELAND,S YORK RD & MILL RD
40.2430029,-75.5617696,RIDGE PIKE & PENN RD; LIMERICK; 2016-01-04 @ 20:08:52-Station:STA54;,19464,Fire: FIRE ALARM,1/4/2016 20:08,LIMERICK,RIDGE PIKE & PENN RD
40.2478346,-75.3272133,CROSSHILL CT & DILLON DR;  TOWAMENCIN; Station 345B; 2016-01-04 @ 20:09:57;,19446,EMS: SYNCOPAL EPISODE,1/4/2016 20:09,TOWAMENCIN,CROSSHILL CT & DILLON DR
40.0639414,-75.1170598,NEW SECOND ST & GLENWOOD RD;  CHELTENHAM; Station 358; 2016-01-04 @ 20:11:44;,19027,EMS: RESPIRATORY EMERGENCY,1/4/2016 20:11,CHELTENHAM,NEW SECOND ST & GLENWOOD RD
40.1189597,-75.3513563,W AIRY ST & GEORGE ST; NORRISTOWN; 2016-01-04 @ 20:16:12;,19401,Traffic: DISABLED VEHICLE -,1/4/2016 20:16,NORRISTOWN,W AIRY ST & GEORGE ST
40.2475707,-75.2440768,HORSHAM RD & COWPATH RD; MONTGOMERY; 2016-01-04 @ 20:17:38;,19446,Traffic: DISABLED VEHICLE -,1/4/2016 20:17,MONTGOMERY,HORSHAM RD & COWPATH RD
40.1852233,-75.4506033,MAIN ST & 2ND AVE; COLLEGEVILLE; 2016-01-04 @ 20:17:59;,19426,Traffic: ROAD OBSTRUCTION -,1/4/2016 20:17,COLLEGEVILLE,MAIN ST & 2ND AVE
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2016-01-04 @ 20:23:24;,19438,EMS: HEMORRHAGING,1/4/2016 20:23,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE
40.2472977,-75.6552283,KING ST & MANATAWNY ST;  POTTSTOWN; Station 329; 2016-01-04 @ 20:28:01;,19464,EMS: SUBJECT IN PAIN,1/4/2016 20:28,POTTSTOWN,KING ST & MANATAWNY ST
40.2459549,-75.6362073,CHESTNUT ST;  POTTSTOWN; Station 329; 2016-01-04 @ 20:32:19;,19464,EMS: ASSAULT VICTIM,1/4/2016 20:32,POTTSTOWN,CHESTNUT ST
40.0815421,-75.1443585,CURTIS PARK DR & WASHINGTON LN;  CHELTENHAM; Station 358A; 2016-01-04 @ 20:33:21;,19095,EMS: FALL VICTIM,1/4/2016 20:33,CHELTENHAM,CURTIS PARK DR & WASHINGTON LN
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-01-04 @ 20:35:11;,19403,EMS: MEDICAL ALERT ALARM,1/4/2016 20:35,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.2463302,-75.6393343,WARREN ST & CHESTNUT ST;  POTTSTOWN; Station 329; 2016-01-04 @ 20:32:19;,19464,EMS: ASSAULT VICTIM,1/4/2016 20:32,POTTSTOWN,WARREN ST & CHESTNUT ST
40.1086204,-75.1753964,FAIRWAY RD & TEE RD; SPRINGFIELD; 2016-01-04 @ 20:40:30-Station:STA700;,19038,Fire: FIRE ALARM,1/4/2016 20:40,SPRINGFIELD,FAIRWAY RD & TEE RD
40.0627,-75.2633561,MANOR RD & HAGYS MILL RD; WHITEMARSH; 2016-01-04 @ 20:43:24;,19128,Traffic: DISABLED VEHICLE -,1/4/2016 20:43,WHITEMARSH,MANOR RD & HAGYS MILL RD
40.1208914,-75.0688687,CARSON TER & WELSH RD;  LOWER MORELAND; Station 355; 2016-01-04 @ 20:52:07;,19006,EMS: FALL VICTIM,1/4/2016 20:52,LOWER MORELAND,CARSON TER & WELSH RD
40.0929049,-75.2617156,GERMANTOWN PIKE & JOSHUA RD; WHITEMARSH; 2016-01-04 @ 20:52:41;,19444,Traffic: ROAD OBSTRUCTION -,1/4/2016 20:52,WHITEMARSH,GERMANTOWN PIKE & JOSHUA RD
40.223341,-75.2679848,HANCOCK RD & NORTH WALES RD; UPPER GWYNEDD; 2016-01-04 @ 21:13:33;,19454,Traffic: VEHICLE ACCIDENT -,1/4/2016 21:13,UPPER GWYNEDD,HANCOCK RD & NORTH WALES RD
40.1136924,-75.3336847,MOORE ST & VIOLET ST;  NORRISTOWN; Station 308A; 2016-01-04 @ 21:20:11;,19401,EMS: ABDOMINAL PAINS,1/4/2016 21:20,NORRISTOWN,MOORE ST & VIOLET ST
40.2236018,-75.2051562,HORSHAM RD & LOWER STATE RD;  HORSHAM; Station 352; 2016-01-04 @ 21:19:29;,19454,EMS: RESPIRATORY EMERGENCY,1/4/2016 21:19,HORSHAM,HORSHAM RD & LOWER STATE RD
40.1414828,-75.117142,MORELAND RD & EASTON RD; ABINGTON; 2016-01-04 @ 21:21:05-Station:STA500;,19090,Fire: FIRE ALARM,1/4/2016 21:21,ABINGTON,MORELAND RD & EASTON RD
40.0850447,-75.0842108,JARRETT AVE & ROCKLEDGE AVE;  ROCKLEDGE; Station 382; 2016-01-04 @ 21:27:20;,19046,EMS: RESPIRATORY EMERGENCY,1/4/2016 21:27,ROCKLEDGE,JARRETT AVE & ROCKLEDGE AVE
40.1445255,-75.1160469,YORK RD & EASTON RD; UPPER MORELAND; 2016-01-04 @ 21:29:49-Station:STA10;,19090,Fire: FIRE ALARM,1/4/2016 21:29,UPPER MORELAND,YORK RD & EASTON RD
40.033578,-75.2670955,SCHUYLKILL EXPY & CONSHOHOCKEN STATE UNDERPASS; LOWER MERION; 2016-01-04 @ 21:28:09;,,Traffic: DISABLED VEHICLE -,1/4/2016 21:28,LOWER MERION,SCHUYLKILL EXPY & CONSHOHOCKEN STATE UNDERPASS
40.242907,-75.644739,SOUTH ST & S FRANKLIN ST;  POTTSTOWN; Station 329; 2016-01-04 @ 21:49:03;,19464,EMS: ALTERED MENTAL STATUS,1/4/2016 21:49,POTTSTOWN,SOUTH ST & S FRANKLIN ST
40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2016-01-04 @ 21:54:07;,19406,EMS: ALLERGIC REACTION,1/4/2016 21:54,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD
40.003795,-75.287231,ARGYLE RD & S CHURCH RD; LOWER MERION; 2016-01-04 @ 21:51:07;,19003,Traffic: DISABLED VEHICLE -,1/4/2016 21:51,LOWER MERION,ARGYLE RD & S CHURCH RD
40.2108587,-75.2872946,SUMNEYTOWN PIKE & PARKSIDE PL; UPPER GWYNEDD; 2016-01-04 @ 22:05:22;,19454,Traffic: DISABLED VEHICLE -,1/4/2016 22:05,UPPER GWYNEDD,SUMNEYTOWN PIKE & PARKSIDE PL
40.1209021,-75.335302,GREEN ST & E BASIN ST; NORRISTOWN; 2016-01-04 @ 22:08:51-Station:STA27;,19401,Fire: CARBON MONOXIDE DETECTOR,1/4/2016 22:08,NORRISTOWN,GREEN ST & E BASIN ST
40.1209021,-75.335302,GREEN ST & E BASIN ST;  NORRISTOWN; Station 308A; 2016-01-04 @ 22:09:16;,19401,EMS: CARBON MONOXIDE DETECTOR,1/4/2016 22:09,NORRISTOWN,GREEN ST & E BASIN ST
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2016-01-04 @ 22:07:43;,19438,EMS: FALL VICTIM,1/4/2016 22:07,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE
40.2327409,-75.2754904,WISSAHICKON AVE & PENNBROOK AVE; LANSDALE; 2016-01-04 @ 22:11:38-Station:STA14;,19446,Fire: BUILDING FIRE,1/4/2016 22:11,LANSDALE,WISSAHICKON AVE & PENNBROOK AVE
40.2327409,-75.2754904,WISSAHICKON AVE & PENNBROOK AVE;  LANSDALE; Station 345; 2016-01-04 @ 22:12:46;,19446,EMS: BUILDING FIRE,1/4/2016 22:12,LANSDALE,WISSAHICKON AVE & PENNBROOK AVE
40.103023,-75.400698,VALLEY FORGE RD & GEERDES BLVD;  UPPER MERION; Station 317; 2016-01-04 @ 22:13:48;,19406,EMS: UNCONSCIOUS SUBJECT,1/4/2016 22:13,UPPER MERION,VALLEY FORGE RD & GEERDES BLVD
40.1966684,-75.4710094,E 3RD AVE & W MAIN ST; TRAPPE; 2016-01-04 @ 22:14:39;,19426,Traffic: ROAD OBSTRUCTION -,1/4/2016 22:14,TRAPPE,E 3RD AVE & W MAIN ST
40.1552833,-75.2642296,PENLLYN BLUE BELL PIKE & VILLAGE CIR;  WHITPAIN; Station 385; 2016-01-04 @ 22:19:58;,19422,EMS: HEAD INJURY,1/4/2016 22:19,WHITPAIN,PENLLYN BLUE BELL PIKE & VILLAGE CIR
40.1508958,-75.1274376,FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2016-01-04 @ 22:17:20;,19090,EMS: OVERDOSE,1/4/2016 22:17,UPPER MORELAND,FITZWATERTOWN RD & BARTRAM RD
40.1508958,-75.1274376,FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2016-01-04 @ 22:17:49;,19090,EMS: RESPIRATORY EMERGENCY,1/4/2016 22:17,UPPER MORELAND,FITZWATERTOWN RD & BARTRAM RD
40.2414952,-75.2837862,N CANNON AVE & RR CROSSING; LANSDALE; 2016-01-04 @ 22:19:35;,,Traffic: ROAD OBSTRUCTION -,1/4/2016 22:19,LANSDALE,N CANNON AVE & RR CROSSING
40.3606882,-75.4823174,GRAVEL PIKE & WALTERS RD; UPPER HANOVER; 2016-01-04 @ 22:31:29;,18073,Traffic: VEHICLE ACCIDENT -,1/4/2016 22:31,UPPER HANOVER,GRAVEL PIKE & WALTERS RD
40.1341195,-75.1466057,TURNER AVE & BISHOP AVE;  ABINGTON; Station 381; 2016-01-04 @ 22:32:38;,19001,EMS: CARDIAC EMERGENCY,1/4/2016 22:32,ABINGTON,TURNER AVE & BISHOP AVE
40.1499398,-75.3396256,GERMANTOWN PIKE & RICHFIELD RD; EAST NORRITON; 2016-01-04 @ 22:41:53;,19403,Traffic: ROAD OBSTRUCTION -,1/4/2016 22:41,EAST NORRITON,GERMANTOWN PIKE & RICHFIELD RD
40.2513703,-75.4657098,PERKIOMEN AVE & 3RD ST;  SCHWENKSVILLE; Station 331; 2016-01-04 @ 22:43:56;,19473,EMS: DIABETIC EMERGENCY,1/4/2016 22:43,SCHWENKSVILLE,PERKIOMEN AVE & 3RD ST
40.233259,-75.269595,MAIN ST & GREENWOOD RD; LANSDALE; 2016-01-04 @ 22:43:03-Station:STA14;,19446,Fire: FIRE ALARM,1/4/2016 22:43,LANSDALE,MAIN ST & GREENWOOD RD
40.1328621,-75.1309896,RESERVOIR AVE & PATANE AVE; ABINGTON; 2016-01-04 @ 22:48:36;,19001,Traffic: VEHICLE ACCIDENT -,1/4/2016 22:48,ABINGTON,RESERVOIR AVE & PATANE AVE
40.0792725,-75.1012585,VALLEY GLEN RD & GLEN WAY;  ABINGTON; Station 382; 2016-01-04 @ 22:50:29;,19027,EMS: SUBJECT IN PAIN,1/4/2016 22:50,ABINGTON,VALLEY GLEN RD & GLEN WAY
40.2244933,-75.3893957,ASHLAND DR & COLEBROOK LN;  SKIPPACK; Station 336; 2016-01-04 @ 22:57:07;,19438,EMS: LACERATIONS,1/4/2016 22:57,SKIPPACK,ASHLAND DR & COLEBROOK LN
40.172526,-75.2846533,DEKALB PIKE & BLUE BELL SPRINGS DR; WHITPAIN; 2016-01-04 @ 22:58:48-Station:STA33;,19422,Fire: BUILDING FIRE,1/4/2016 22:58,WHITPAIN,DEKALB PIKE & BLUE BELL SPRINGS DR
40.1665145,-75.4721505,RAMP RT422 WB TO RT29 & S COLLEGEVILLE RD; UPPER PROVIDENCE; 2016-01-04 @ 23:06:12;,,Traffic: DISABLED VEHICLE -,1/4/2016 23:06,UPPER PROVIDENCE,RAMP RT422 WB TO RT29 & S COLLEGEVILLE RD
39.9975366,-75.2342914,CITY AVE & N 53RD ST;  LOWER MERION; Station 313; 2016-01-04 @ 23:11:23;,19131,EMS: UNKNOWN MEDICAL EMERGENCY,1/4/2016 23:11,LOWER MERION,CITY AVE & N 53RD ST
40.233259,-75.269595,MAIN ST & GREENWOOD RD; LANSDALE; 2016-01-04 @ 23:22:56-Station:STA14;,19446,Fire: FIRE ALARM,1/4/2016 23:22,LANSDALE,MAIN ST & GREENWOOD RD
40.1727248,-75.1502652,CHURCH RD & SCHOOL RD;  HORSHAM; Station 352; 2016-01-04 @ 23:31:17;,19044,EMS: FALL VICTIM,1/4/2016 23:31,HORSHAM,CHURCH RD & SCHOOL RD
40.1360737,-75.1340954,LINDBERGH AVE & FOX AVE;  ABINGTON; Station 381; 2016-01-04 @ 23:31:51;,19001,EMS: SYNCOPAL EPISODE,1/4/2016 23:31,ABINGTON,LINDBERGH AVE & FOX AVE
40.1147142,-75.3399519,AIRY ST & HIGH ALY;  NORRISTOWN; Station 308A; 2016-01-04 @ 23:39:55;,19401,EMS: LACERATIONS,1/4/2016 23:39,NORRISTOWN,AIRY ST & HIGH ALY
40.1022557,-75.2028008,HAWS LN & FRASER RD;  SPRINGFIELD; Station 311; 2016-01-04 @ 23:36:14;,19038,EMS: RESPIRATORY EMERGENCY,1/4/2016 23:36,SPRINGFIELD,HAWS LN & FRASER RD
40.4030729,-75.4998641,MAIN ST & CHURCH ST;  PENNSBURG; Station 369; 2016-01-04 @ 23:44:25;,18041,EMS: CARDIAC EMERGENCY,1/4/2016 23:44,PENNSBURG,MAIN ST & CHURCH ST
40.1145789,-75.3446406,MAIN ST & SWEDE ST;  NORRISTOWN; Station 308A; 2016-01-04 @ 23:42:15;,19401,EMS: ASSAULT VICTIM,1/4/2016 23:42,NORRISTOWN,MAIN ST & SWEDE ST
40.0933278,-75.2819813,RIDGE PIKE & MALAN DR; WHITEMARSH; 2016-01-04 @ 23:48:55;,19428,Traffic: DISABLED VEHICLE -,1/4/2016 23:48,WHITEMARSH,RIDGE PIKE & MALAN DR
40.1192425,-75.3388066,DEKALB ST & E JACOBY ST;  NORRISTOWN; Station 308A; 2016-01-04 @ 23:53:31;,19401,EMS: MATERNITY,1/4/2016 23:53,NORRISTOWN,DEKALB ST & E JACOBY ST
40.0443893,-75.279381,WAVERLY RD & YOUNGS FORD RD;  LOWER MERION; Station 313A; 2016-01-04 @ 23:51:14;,19035,EMS: FALL VICTIM,1/4/2016 23:51,LOWER MERION,WAVERLY RD & YOUNGS FORD RD
40.079117,-75.281072,JOSHUA RD & CEDAR GROVE RD;  WHITEMARSH; Station 318; 2016-01-05 @ 00:23:04;,19444,EMS: HEAD INJURY,1/5/2016 0:23,WHITEMARSH,JOSHUA RD & CEDAR GROVE RD
39.989898,-75.25843,LANCASTER AVE & LANKENAU DR;  LOWER MERION; Station 313; 2016-01-05 @ 00:23:59;,19096,EMS: UNRESPONSIVE SUBJECT,1/5/2016 0:23,LOWER MERION,LANCASTER AVE & LANKENAU DR
40.102775,-75.2835915,KINGS RD & YELLOWSTONE RD;  PLYMOUTH; Station 308; 2016-01-05 @ 00:26:14;,19462,EMS: DIABETIC EMERGENCY,1/5/2016 0:26,PLYMOUTH,KINGS RD & YELLOWSTONE RD
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-01-05 @ 00:37:00;,19403,EMS: FALL VICTIM,1/5/2016 0:37,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.2290075,-75.3878525,RT422  & RAMP RT422 EB TO RT202 SB; CHESTER COUNTY; 2016-01-05 @ 00:40:23;,,Traffic: DISABLED VEHICLE -,1/5/2016 0:40,CHESTER COUNTY,RT422  & RAMP RT422 EB TO RT202 SB
40.2290075,-75.3878525,RT422  & RAMP RT422 EB TO RT202 SB; CHESTER COUNTY; 2016-01-05 @ 00:40:32;,,Traffic: DISABLED VEHICLE -,1/5/2016 0:40,CHESTER COUNTY,RT422  & RAMP RT422 EB TO RT202 SB
40.1508958,-75.1274376,FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2016-01-05 @ 00:48:57;,19090,EMS: DIABETIC EMERGENCY,1/5/2016 0:48,UPPER MORELAND,FITZWATERTOWN RD & BARTRAM RD
40.0735396,-75.2432901,RIDGE PIKE & NORTHWESTERN AVE;  SPRINGFIELD; Station 318; 2016-01-05 @ 00:46:04;,19128,EMS: RESPIRATORY EMERGENCY,1/5/2016 0:46,SPRINGFIELD,RIDGE PIKE & NORTHWESTERN AVE
40.2492382,-75.6546633,WALNUT ST & MANATAWNY ST;  POTTSTOWN; Station 329; 2016-01-05 @ 00:54:34;,19464,EMS: RESPIRATORY EMERGENCY,1/5/2016 0:54,POTTSTOWN,WALNUT ST & MANATAWNY ST
40.3222097,-75.3681139,SUNSET LN & MORWOOD RD;  FRANCONIA; Station 339; 2016-01-05 @ 01:10:31;,18969,EMS: RESPIRATORY EMERGENCY,1/5/2016 1:10,FRANCONIA,SUNSET LN & MORWOOD RD
40.2445036,-75.2808201,5TH ST & N BROAD ST; LANSDALE; 2016-01-05 @ 01:12:14-Station:STA14;,19446,Fire: FIRE ALARM,1/5/2016 1:12,LANSDALE,5TH ST & N BROAD ST
40.1041827,-75.1416672,PARKDALE AVE & EDGLEY AVE;  ABINGTON; Station 383; 2016-01-05 @ 01:17:18;,19038,EMS: RESPIRATORY EMERGENCY,1/5/2016 1:17,ABINGTON,PARKDALE AVE & EDGLEY AVE
40.2274316,-75.6235951,OLD SCHUYLKILL RD & E SCHUYLKILL RD;  CHESTER COUNTY; Station 3A84; 2016-01-05 @ 01:33:58;,19465,EMS: RESPIRATORY EMERGENCY,1/5/2016 1:33,CHESTER COUNTY,OLD SCHUYLKILL RD & E SCHUYLKILL RD
40.2806101,-75.2924128,MAPLE AVE & CHESTNUT ST; HATFIELD TOWNSHIP; 2016-01-05 @ 01:39:21;,19440,Traffic: HAZARDOUS ROAD CONDITIONS -,1/5/2016 1:39,HATFIELD TOWNSHIP,MAPLE AVE & CHESTNUT ST
40.1719752,-75.1223383,FAIR OAKS AVE & LYNNE AVE;  UPPER MORELAND; Station 384; 2016-01-05 @ 01:58:25;,19040,EMS: RESPIRATORY EMERGENCY,1/5/2016 1:58,UPPER MORELAND,FAIR OAKS AVE & LYNNE AVE
40.2334153,-75.6540215,SCHUYLKILL RD & S HANOVER ST;  CHESTER COUNTY; Station 3A84; 2016-01-05 @ 02:01:11;,19465,EMS: ASSAULT VICTIM,1/5/2016 2:01,CHESTER COUNTY,SCHUYLKILL RD & S HANOVER ST
40.2572826,-75.6006575,WALNUT RIDGE ESTS & KEPLER RD;  LOWER POTTSGROVE; Station 329; 2016-01-05 @ 02:02:51;,19464,EMS: RESPIRATORY EMERGENCY,1/5/2016 2:02,LOWER POTTSGROVE,WALNUT RIDGE ESTS & KEPLER RD
40.1614701,-75.1301588,MARYLAND RD & COMMERCE AVE;  UPPER MORELAND; Station 384; 2016-01-05 @ 02:17:03;,19090,EMS: FALL VICTIM,1/5/2016 2:17,UPPER MORELAND,MARYLAND RD & COMMERCE AVE
40.2446363,-75.6421825,HIGH ST & S WASHINGTON ST;  POTTSTOWN; Station 329; 2016-01-05 @ 02:25:51;,19464,EMS: GENERAL WEAKNESS,1/5/2016 2:25,POTTSTOWN,HIGH ST & S WASHINGTON ST
40.1468985,-75.3852054,TROOPER RD & LLOYD LN; WEST NORRITON; 2016-01-05 @ 02:22:48-Station:STA46;,19403,Fire: FIRE INVESTIGATION,1/5/2016 2:22,WEST NORRITON,TROOPER RD & LLOYD LN
40.2469315,-75.6439204,CHESTNUT ST & N FRANKLIN ST;  POTTSTOWN; Station 329; 2016-01-05 @ 02:32:12;,19464,EMS: CVA/STROKE,1/5/2016 2:32,POTTSTOWN,CHESTNUT ST & N FRANKLIN ST
40.2559428,-75.6339983,N WASHINGTON ST;  POTTSTOWN; Station 329; 2016-01-05 @ 02:32:12;,19464,EMS: CVA/STROKE,1/5/2016 2:32,POTTSTOWN,N WASHINGTON ST
40.121497,-75.3399048,WARREN ST & JERVIS ALY;  NORRISTOWN; Station 308A; 2016-01-05 @ 02:53:50;,,EMS: FEVER,1/5/2016 2:53,NORRISTOWN,WARREN ST & JERVIS ALY
40.168211,-75.35047,POTSHOP RD & TRUMAN RD; EAST NORRITON; 2016-01-05 @ 02:52:58-Station:STA61;,19403,Fire: FIRE INVESTIGATION,1/5/2016 2:52,EAST NORRITON,POTSHOP RD & TRUMAN RD
40.2196355,-75.4949145,RT422  & RAMP RT422 WB TO TOWNSHIP LINE RD; UPPER PROVIDENCE; 2016-01-05 @ 02:54:29;,,Traffic: DISABLED VEHICLE -,1/5/2016 2:54,UPPER PROVIDENCE,RT422  & RAMP RT422 WB TO TOWNSHIP LINE RD
40.1322087,-75.1298465,PATANE AVE & HIGH AVE;  ABINGTON; Station 381; 2016-01-05 @ 03:01:05;,19001,EMS: CARDIAC EMERGENCY,1/5/2016 3:01,ABINGTON,PATANE AVE & HIGH AVE
40.0249667,-75.2829046,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS; LOWER MERION; 2016-01-05 @ 03:08:05;,,Traffic: DISABLED VEHICLE -,1/5/2016 3:08,LOWER MERION,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS
