Gss year for this respondent                       ,Political party affiliation,Sci knowledge: the earth goes around the sun
2010,Strong democrat,Sun around earth
2010,Independent,Not applicable
2010,Independent,Earth around sun
2010,"Ind,near dem",Earth around sun
2010,Strong democrat,Dont know
2010,Independent,Earth around sun
2010,Not str republican,Not applicable
2010,Strong republican,Not applicable
2010,"Ind,near dem",Not applicable
2010,Other party,Earth around sun
2010,"Ind,near rep",Not applicable
2010,Independent,Earth around sun
2010,"Ind,near rep",Not applicable
2010,Strong democrat,Earth around sun
2010,Not str democrat,Earth around sun
2010,Strong democrat,Not applicable
2010,Not str republican,Earth around sun
2010,Strong democrat,Not applicable
2010,Not str republican,Not applicable
2010,Strong democrat,Not applicable
2010,Not str republican,Not applicable
2010,Independent,Dont know
2010,Not str republican,Not applicable
2010,"Ind,near rep",Not applicable
2010,Not str republican,Not applicable
2010,"Ind,near dem",Earth around sun
2010,Independent,Earth around sun
2010,Not str democrat,Not applicable
2010,Not str democrat,Dont know
2010,Strong democrat,Not applicable
2010,Not str democrat,Not applicable
2010,"Ind,near rep",Earth around sun
2010,"Ind,near dem",Not applicable
2010,"Ind,near dem",Earth around sun
2010,Strong democrat,Earth around sun
2010,Not str democrat,Not applicable
2010,Not str republican,Earth around sun
2010,Strong democrat,Earth around sun
2010,"Ind,near rep",Earth around sun
2010,Strong republican,Not applicable
2010,"Ind,near dem",Earth around sun
2010,Strong democrat,Earth around sun
2010,"Ind,near rep",Not applicable
2010,Strong democrat,Not applicable
2010,Strong democrat,Sun around earth
2010,Strong democrat,Not applicable
2010,Not str democrat,Not applicable
2010,Strong democrat,Dont know
2010,Not str democrat,Earth around sun
2010,Not str democrat,Not applicable
2010,Independent,Not applicable
2010,Independent,Earth around sun
2010,Strong democrat,Sun around earth
2010,"Ind,near rep",Not applicable
2010,"Ind,near rep",Sun around earth
2010,"Ind,near dem",Not applicable
2010,Strong republican,Not applicable
2010,Not str democrat,Earth around sun
2010,Not str democrat,Not applicable
2010,Strong democrat,Earth around sun
2010,Independent,Not applicable
2010,Not str republican,Not applicable
2010,Strong republican,Sun around earth
2010,Strong democrat,Earth around sun
2010,Not str democrat,Not applicable
2010,Strong democrat,Sun around earth
2010,Strong democrat,Not applicable
2010,Strong democrat,Earth around sun
2010,"Ind,near dem",Not applicable
2010,Not str republican,Not applicable
2010,No answer,Sun around earth
2010,Strong democrat,Not applicable
2010,Not str republican,Earth around sun
2010,Not str republican,Earth around sun
2010,Not str republican,Not applicable
2010,Strong democrat,Not applicable
2010,Strong republican,Not applicable
2010,Not str democrat,Not applicable
2010,Independent,Earth around sun
2010,"Ind,near rep",Earth around sun
2010,Independent,Not applicable
2010,Not str democrat,Not applicable
2010,"Ind,near rep",Not applicable
2010,Independent,Not applicable
2010,Independent,Earth around sun
2010,Not str democrat,Not applicable
2010,"Ind,near rep",Earth around sun
2010,Not str democrat,Not applicable
2010,Strong democrat,Not applicable
2010,Strong democrat,Not applicable
2010,Strong democrat,Not applicable
2010,Not str democrat,Not applicable
2010,"Ind,near dem",Earth around sun
2010,Strong democrat,Not applicable
2010,Other party,Sun around earth
2010,"Ind,near rep",Earth around sun
2010,Independent,Sun around earth
2010,"Ind,near dem",Not applicable
2010,Strong republican,Earth around sun
2010,Not str democrat,Earth around sun
2010,Not str democrat,Sun around earth
2010,Strong democrat,Not applicable
2010,Independent,Not applicable
2010,Strong democrat,Earth around sun
2010,Not str democrat,Not applicable
2010,Strong democrat,Not applicable
2010,Independent,Not applicable
2010,Not str democrat,Earth around sun
2010,Not str republican,Not applicable
2010,Independent,Earth around sun
2010,Not str democrat,Not applicable
2010,Not str democrat,Sun around earth
2010,Independent,Sun around earth
2010,Strong democrat,Not applicable
2010,Not str democrat,Not applicable
2010,Not str republican,Not applicable
2010,Strong democrat,Earth around sun
2010,Strong republican,Not applicable
2010,"Ind,near dem",Sun around earth
2010,"Ind,near rep",Not applicable
2010,Not str democrat,Not applicable
2010,Not str republican,Not applicable
2010,Strong democrat,Not applicable
2010,Strong democrat,Not applicable
2010,Not str democrat,Sun around earth
2010,Strong democrat,Earth around sun
2010,"Ind,near dem",Earth around sun
2010,Not str democrat,Not applicable
2010,Independent,Not applicable
2010,Strong democrat,Not applicable
2010,Independent,Dont know
2010,Independent,Not applicable
2010,Independent,Not applicable
2010,"Ind,near dem",Earth around sun
2010,Strong democrat,Not applicable
2010,"Ind,near rep",Not applicable
2010,"Ind,near dem",Not applicable
2010,Not str democrat,Not applicable
2010,"Ind,near rep",Earth around sun
2010,Not str democrat,Not applicable
2010,Independent,Earth around sun
2010,Independent,Not applicable
2010,Strong democrat,Not applicable
2010,Independent,Earth around sun
2010,Strong democrat,Not applicable
2010,Strong democrat,Earth around sun
2010,Not str democrat,Earth around sun
2010,Not str republican,Earth around sun
2010,Not str republican,Not applicable
2010,Strong republican,Earth around sun
2010,Not str republican,Not applicable
2010,Strong democrat,Earth around sun
2010,Strong democrat,Not applicable
2010,"Ind,near rep",Earth around sun
2010,Strong republican,Not applicable
2010,"Ind,near dem",Earth around sun
2010,Not str republican,Not applicable
2010,Not str democrat,Earth around sun
2010,Independent,Not applicable
2010,Other party,Earth around sun
2010,Strong democrat,Not applicable
2010,"Ind,near dem",Not applicable
2010,"Ind,near rep",Not applicable
2010,Not str democrat,Not applicable
2010,Strong democrat,Not applicable
2010,Not str democrat,Earth around sun
2010,Strong democrat,Earth around sun
2010,Strong democrat,Not applicable
2010,"Ind,near rep",Earth around sun
2010,"Ind,near dem",Not applicable
2010,Not str democrat,Not applicable
2010,Strong democrat,Not applicable
2010,"Ind,near dem",Not applicable
2010,Independent,Not applicable
2010,Strong democrat,Not applicable
2010,"Ind,near dem",Earth around sun
2010,Strong democrat,Not applicable
2010,Strong democrat,Sun around earth
2010,Not str democrat,Not applicable
2010,Not str democrat,Earth around sun
2010,"Ind,near rep",Not applicable
2010,Not str democrat,Not applicable
2010,Strong republican,Earth around sun
2010,Other party,Earth around sun
2010,"Ind,near rep",Not applicable
2010,"Ind,near dem",Earth around sun
2010,Not str democrat,Earth around sun
2010,Not str republican,Earth around sun
2010,"Ind,near dem",Not applicable
2010,Strong democrat,Sun around earth
2010,"Ind,near dem",Not applicable
2010,"Ind,near dem",Not applicable
2010,Not str democrat,Earth around sun
2010,Strong republican,Earth around sun
2010,"Ind,near rep",Not applicable
2010,Strong democrat,Sun around earth
2010,Not str democrat,Not applicable
2010,Not str republican,Earth around sun
2010,Independent,Not applicable
2010,Independent,Sun around earth
2010,"Ind,near dem",Earth around sun
2010,Independent,Earth around sun
2010,Strong democrat,Not applicable
2010,Independent,Not applicable
2010,Not str democrat,Sun around earth
2010,Not str republican,Not applicable
2010,"Ind,near dem",Not applicable
2010,"Ind,near rep",Sun around earth
2010,Strong democrat,Earth around sun
2010,Independent,Not applicable
2010,Independent,Earth around sun
2010,Not str democrat,Not applicable
2010,Not str democrat,Not applicable
2010,Strong democrat,Sun around earth
2010,"Ind,near dem",Not applicable
2010,Not str democrat,Dont know
2010,Independent,Earth around sun
2010,Strong democrat,Not applicable
2010,"Ind,near dem",Sun around earth
2010,Strong republican,Earth around sun
2010,Strong republican,Not applicable
2010,Not str republican,Not applicable
2010,Strong democrat,Not applicable
2010,Strong democrat,Earth around sun
2010,Strong democrat,Not applicable
2010,Strong democrat,Earth around sun
2010,Strong democrat,Not applicable
2010,Not str republican,Earth around sun
2010,Other party,Not applicable
2010,Independent,Not applicable
2010,Independent,Dont know
2010,"Ind,near dem",Not applicable
2010,Strong republican,Not applicable
2010,Independent,Not applicable
2010,Independent,Not applicable
2010,Independent,Earth around sun
2010,"Ind,near dem",Not applicable
2010,Independent,Earth around sun
2010,Independent,Not applicable
2010,Strong democrat,Earth around sun
2010,Not str democrat,Not applicable
2010,Strong democrat,Earth around sun
2010,"Ind,near rep",Not applicable
2010,"Ind,near dem",Earth around sun
2010,Not str republican,Not applicable
2010,"Ind,near dem",Not applicable
2010,Independent,Earth around sun
2010,Strong republican,Earth around sun
2010,Not str democrat,Not applicable
2010,Strong republican,Earth around sun
2010,"Ind,near rep",Not applicable
2010,"Ind,near rep",Not applicable
2010,"Ind,near dem",Not applicable
2010,Strong democrat,Sun around earth
2010,"Ind,near dem",Earth around sun
2010,Strong democrat,Not applicable
2010,Not str democrat,Earth around sun
2010,Strong republican,Earth around sun
2010,Strong republican,Earth around sun
2010,Strong republican,Not applicable
2010,Not str republican,Earth around sun
2010,Not str democrat,Not applicable
2010,Not str democrat,Not applicable
2010,Not str republican,Not applicable
2010,"Ind,near rep",Earth around sun
2010,Independent,Not applicable
2010,Independent,Not applicable
2010,Strong democrat,Earth around sun
2010,"Ind,near rep",Not applicable
2010,Strong republican,Earth around sun
2010,Not str republican,Not applicable
2010,Independent,Earth around sun
2010,Strong republican,Not applicable
2010,Strong democrat,Not applicable
2010,Strong democrat,Earth around sun
2010,Not str democrat,Sun around earth
2010,Other party,Earth around sun
2010,"Ind,near rep",Not applicable
2010,"Ind,near dem",Earth around sun
2010,Not str democrat,Earth around sun
2010,Strong democrat,Not applicable
2010,"Ind,near rep",Not applicable
2010,Strong democrat,Sun around earth
2010,Independent,Not applicable
2010,Not str democrat,Earth around sun
2010,Not str republican,Not applicable
2010,Independent,Earth around sun
2010,Strong democrat,Earth around sun
2010,Not str democrat,Not applicable
2010,Independent,Earth around sun
2010,Strong republican,Sun around earth
2010,Strong republican,Not applicable
2010,Strong republican,Earth around sun
2010,"Ind,near rep",Not applicable
2010,Strong republican,Not applicable
2010,"Ind,near dem",Not applicable
2010,"Ind,near dem",Earth around sun
2010,"Ind,near rep",Not applicable
2010,Strong republican,Sun around earth
2010,Not str republican,Not applicable
2010,"Ind,near dem",Not applicable
2010,"Ind,near dem",Dont know
2010,Independent,Sun around earth
2010,"Ind,near rep",Not applicable
2010,Not str democrat,Not applicable
2010,Independent,Sun around earth
2010,Strong republican,Earth around sun
2010,"Ind,near dem",Earth around sun
2010,Strong republican,Not applicable
2010,Not str democrat,Earth around sun
2010,Independent,Not applicable
2010,"Ind,near rep",Earth around sun
2010,Not str democrat,Earth around sun
2010,Independent,Not applicable
2010,Independent,Earth around sun
2010,Not str republican,Earth around sun
2010,"Ind,near dem",Dont know
2010,Strong democrat,Not applicable
2010,Strong democrat,Not applicable
2010,Independent,Earth around sun
2010,Strong democrat,Earth around sun
2010,"Ind,near rep",Not applicable
2010,Not str republican,Earth around sun
2010,Not str democrat,Not applicable
2010,Not str republican,Earth around sun
2010,Other party,Sun around earth
2010,Independent,Not applicable
2010,"Ind,near dem",Not applicable
2010,Strong democrat,Not applicable
2010,Not str democrat,Earth around sun
2010,Not str democrat,Not applicable
